GENE,TYPE,DATABASE
gene:plasmid:129676,AMR,ACLAME
gene:plasmid:129701,TE,ACLAME
gene:plasmid:129703,PLASMID,ACLAME
gene:plasmid:129710,PLASMID,ACLAME
gene:plasmid:129718,PLASMID,ACLAME
gene:plasmid:129725,PLASMID,ACLAME
gene:plasmid:129735,PLASMID,ACLAME
gene:plasmid:129736,PLASMID,ACLAME
gene:plasmid:129737,PLASMID,ACLAME
gene:plasmid:129759,PLASMID,ACLAME
gene:plasmid:129791,PLASMID,ACLAME
gene:plasmid:129814,PLASMID,ACLAME
gene:plasmid:129815,PLASMID,ACLAME
gene:plasmid:129867,PLASMID,ACLAME
gene:plasmid:129909,PLASMID,ACLAME
gene:plasmid:130000,PLASMID,ACLAME
gene:plasmid:130002,AMR,ACLAME
gene:plasmid:130005,AMR,ACLAME
gene:plasmid:130006,PLASMID,ACLAME
gene:plasmid:130012,PLASMID,ACLAME
gene:plasmid:130013,PLASMID,ACLAME
gene:plasmid:130014,PLASMID,ACLAME
gene:plasmid:130016,PLASMID,ACLAME
gene:plasmid:130018,PLASMID,ACLAME
gene:plasmid:130022,PLASMID,ACLAME
gene:plasmid:130023,PLASMID,ACLAME
gene:plasmid:130024,PLASMID,ACLAME
gene:plasmid:130025,PLASMID,ACLAME
gene:plasmid:130028,PLASMID,ACLAME
gene:plasmid:130030,PLASMID,ACLAME
gene:plasmid:130031,PLASMID,ACLAME
gene:plasmid:130032,PLASMID,ACLAME
gene:plasmid:130033,PLASMID,ACLAME
gene:plasmid:130042,PLASMID,ACLAME
gene:plasmid:130048,PLASMID,ACLAME
gene:plasmid:130051,PLASMID,ACLAME
gene:plasmid:130053,PLASMID,ACLAME
gene:plasmid:130056,PLASMID,ACLAME
gene:plasmid:130059,PLASMID,ACLAME
gene:plasmid:130064,PLASMID,ACLAME
gene:plasmid:130070,PLASMID,ACLAME
gene:plasmid:130071,PLASMID,ACLAME
gene:plasmid:130097,PLASMID,ACLAME
gene:plasmid:130177,PLASMID,ACLAME
gene:plasmid:130184,PLASMID,ACLAME
gene:plasmid:130198,PLASMID,ACLAME
gene:plasmid:130227,PLASMID,ACLAME
gene:plasmid:130255,PLASMID,ACLAME
gene:plasmid:130351,PLASMID,ACLAME
gene:plasmid:130357,PLASMID,ACLAME
gene:plasmid:130367,PLASMID,ACLAME
gene:plasmid:130383,PLASMID,ACLAME
gene:plasmid:130438,PLASMID,ACLAME
gene:plasmid:130460,PLASMID,ACLAME
gene:plasmid:130463,PLASMID,ACLAME
gene:plasmid:130494,PLASMID,ACLAME
gene:plasmid:130509,PLASMID,ACLAME
gene:plasmid:130528,PLASMID,ACLAME
gene:plasmid:130529,PLASMID,ACLAME
gene:plasmid:130531,PLASMID,ACLAME
gene:plasmid:130532,PLASMID,ACLAME
gene:plasmid:130533,PLASMID,ACLAME
gene:plasmid:130538,PLASMID,ACLAME
gene:plasmid:130540,PLASMID,ACLAME
gene:plasmid:130541,PLASMID,ACLAME
gene:plasmid:130542,PLASMID,ACLAME
gene:plasmid:130543,PLASMID,ACLAME
gene:plasmid:130545,PLASMID,ACLAME
gene:plasmid:130546,PLASMID,ACLAME
gene:plasmid:130549,PLASMID,ACLAME
gene:plasmid:130553,PLASMID,ACLAME
gene:plasmid:130557,PLASMID,ACLAME
gene:plasmid:130559,PLASMID,ACLAME
gene:plasmid:130560,PLASMID,ACLAME
gene:plasmid:130561,PLASMID,ACLAME
gene:plasmid:130562,PLASMID,ACLAME
gene:plasmid:130563,PLASMID,ACLAME
gene:plasmid:130564,PLASMID,ACLAME
gene:plasmid:130565,PLASMID,ACLAME
gene:plasmid:130568,PLASMID,ACLAME
gene:plasmid:130569,PLASMID,ACLAME
gene:plasmid:130570,PLASMID,ACLAME
gene:plasmid:130571,PLASMID,ACLAME
gene:plasmid:130572,PLASMID,ACLAME
gene:plasmid:130573,PLASMID,ACLAME
gene:plasmid:130574,PLASMID,ACLAME
gene:plasmid:130579,PLASMID,ACLAME
gene:plasmid:130582,PLASMID,ACLAME
gene:plasmid:130586,PLASMID,ACLAME
gene:plasmid:130587,PLASMID,ACLAME
gene:plasmid:130592,PLASMID,ACLAME
gene:plasmid:130593,PLASMID,ACLAME
gene:plasmid:130594,PLASMID,ACLAME
gene:plasmid:130596,PLASMID,ACLAME
gene:plasmid:130598,PLASMID,ACLAME
gene:plasmid:130599,PLASMID,ACLAME
gene:plasmid:130603,PLASMID,ACLAME
gene:plasmid:130605,PLASMID,ACLAME
gene:plasmid:130606,PLASMID,ACLAME
gene:plasmid:130607,PLASMID,ACLAME
gene:plasmid:130608,PLASMID,ACLAME
gene:plasmid:130609,PLASMID,ACLAME
gene:plasmid:130612,PLASMID,ACLAME
gene:plasmid:130613,PLASMID,ACLAME
gene:plasmid:130614,PLASMID,ACLAME
gene:plasmid:130616,PLASMID,ACLAME
gene:plasmid:130619,PLASMID,ACLAME
gene:plasmid:130621,PLASMID,ACLAME
gene:plasmid:130623,PLASMID,ACLAME
gene:plasmid:130626,PLASMID,ACLAME
gene:plasmid:130627,PLASMID,ACLAME
gene:plasmid:130629,PLASMID,ACLAME
gene:plasmid:130632,PLASMID,ACLAME
gene:plasmid:130641,IS,ACLAME
gene:plasmid:130642,IS,ACLAME
gene:plasmid:130644,IS,ACLAME
gene:plasmid:130646,PLASMID,ACLAME
gene:plasmid:130648,IS,ACLAME
gene:plasmid:130653,PLASMID,ACLAME
gene:plasmid:130654,PLASMID,ACLAME
gene:plasmid:130655,PLASMID,ACLAME
gene:plasmid:130657,PLASMID,ACLAME
gene:plasmid:130658,PLASMID,ACLAME
gene:plasmid:130659,PLASMID,ACLAME
gene:plasmid:130662,PLASMID,ACLAME
gene:plasmid:130663,PLASMID,ACLAME
gene:plasmid:130665,PLASMID,ACLAME
gene:plasmid:130666,PLASMID,ACLAME
gene:plasmid:130667,PLASMID,ACLAME
gene:plasmid:130668,PLASMID,ACLAME
gene:plasmid:130669,PLASMID,ACLAME
gene:plasmid:130671,PLASMID,ACLAME
gene:plasmid:130674,IS,ACLAME
gene:plasmid:130675,PLASMID,ACLAME
gene:plasmid:130676,PLASMID,ACLAME
gene:plasmid:130679,PLASMID,ACLAME
gene:plasmid:130680,PLASMID,ACLAME
gene:plasmid:130682,VIRUS,ACLAME
gene:plasmid:130684,IS,ACLAME
gene:plasmid:130689,PLASMID,ACLAME
gene:plasmid:130690,PLASMID,ACLAME
gene:plasmid:130691,PLASMID,ACLAME
gene:plasmid:130696,PLASMID,ACLAME
gene:plasmid:130697,IS,ACLAME
gene:plasmid:130699,IS,ACLAME
gene:plasmid:130700,PLASMID,ACLAME
gene:plasmid:130702,PLASMID,ACLAME
gene:plasmid:130703,PLASMID,ACLAME
gene:plasmid:130704,IS,ACLAME
gene:plasmid:130709,PLASMID,ACLAME
gene:plasmid:130710,PLASMID,ACLAME
gene:plasmid:130711,PLASMID,ACLAME
gene:plasmid:130712,PLASMID,ACLAME
gene:plasmid:130714,IS,ACLAME
gene:plasmid:130715,IS,ACLAME
gene:plasmid:130716,PLASMID,ACLAME
gene:plasmid:130717,IS,ACLAME
gene:plasmid:130719,PLASMID,ACLAME
gene:plasmid:130721,PLASMID,ACLAME
gene:plasmid:130722,IS,ACLAME
gene:plasmid:130723,IS,ACLAME
gene:plasmid:130724,IS,ACLAME
gene:plasmid:130725,PLASMID,ACLAME
gene:plasmid:130726,IS,ACLAME
gene:plasmid:130728,PLASMID,ACLAME
gene:plasmid:130734,PLASMID,ACLAME
gene:plasmid:130736,IS,ACLAME
gene:plasmid:130737,IS,ACLAME
gene:plasmid:130738,PLASMID,ACLAME
gene:plasmid:130739,PLASMID,ACLAME
gene:plasmid:130740,PLASMID,ACLAME
gene:plasmid:130741,PLASMID,ACLAME
gene:plasmid:130742,PLASMID,ACLAME
gene:plasmid:130743,PLASMID,ACLAME
gene:plasmid:130745,PLASMID,ACLAME
gene:plasmid:130747,VIRUS,ACLAME
gene:plasmid:130748,PLASMID,ACLAME
gene:plasmid:130749,IS,ACLAME
gene:plasmid:130750,IS,ACLAME
gene:plasmid:130751,PLASMID,ACLAME
gene:plasmid:130754,PLASMID,ACLAME
gene:plasmid:130755,IS,ACLAME
gene:plasmid:130756,PLASMID,ACLAME
gene:plasmid:130757,PLASMID,ACLAME
gene:plasmid:130759,PLASMID,ACLAME
gene:plasmid:130762,PLASMID,ACLAME
gene:plasmid:130767,PLASMID,ACLAME
gene:plasmid:130768,PLASMID,ACLAME
gene:plasmid:130769,PLASMID,ACLAME
gene:plasmid:130770,PLASMID,ACLAME
gene:plasmid:130771,PLASMID,ACLAME
gene:plasmid:130772,PLASMID,ACLAME
gene:plasmid:130773,PLASMID,ACLAME
gene:plasmid:130776,PLASMID,ACLAME
gene:plasmid:130778,IS,ACLAME
gene:plasmid:130779,PLASMID,ACLAME
gene:plasmid:130780,IS,ACLAME
gene:plasmid:130781,PLASMID,ACLAME
gene:plasmid:130783,PLASMID,ACLAME
gene:plasmid:130784,IS,ACLAME
gene:plasmid:130785,PLASMID,ACLAME
gene:plasmid:130788,IS,ACLAME
gene:plasmid:130789,PLASMID,ACLAME
gene:plasmid:13079,PLASMID,ACLAME
gene:plasmid:130790,PLASMID,ACLAME
gene:plasmid:130791,PLASMID,ACLAME
gene:plasmid:130793,PLASMID,ACLAME
gene:plasmid:130796,PLASMID,ACLAME
gene:plasmid:130798,PLASMID,ACLAME
gene:plasmid:130799,PLASMID,ACLAME
gene:plasmid:130805,PLASMID,ACLAME
gene:plasmid:130806,PLASMID,ACLAME
gene:plasmid:130808,PLASMID,ACLAME
gene:plasmid:130812,PLASMID,ACLAME
gene:plasmid:130813,PLASMID,ACLAME
gene:plasmid:130814,PLASMID,ACLAME
gene:plasmid:130816,PLASMID,ACLAME
gene:plasmid:130817,IS,ACLAME
gene:plasmid:130818,IS,ACLAME
gene:plasmid:130819,PLASMID,ACLAME
gene:plasmid:130824,PLASMID,ACLAME
gene:plasmid:130826,PLASMID,ACLAME
gene:plasmid:130828,PLASMID,ACLAME
gene:plasmid:130830,PLASMID,ACLAME
gene:plasmid:130831,PLASMID,ACLAME
gene:plasmid:130834,PLASMID,ACLAME
gene:plasmid:130836,PLASMID,ACLAME
gene:plasmid:130837,PLASMID,ACLAME
gene:plasmid:130838,PLASMID,ACLAME
gene:plasmid:130839,PLASMID,ACLAME
gene:plasmid:130841,PLASMID,ACLAME
gene:plasmid:130842,PLASMID,ACLAME
gene:plasmid:130845,PLASMID,ACLAME
gene:plasmid:130846,PLASMID,ACLAME
gene:plasmid:130847,PLASMID,ACLAME
gene:plasmid:130848,PLASMID,ACLAME
gene:plasmid:130850,PLASMID,ACLAME
gene:plasmid:130851,PLASMID,ACLAME
gene:plasmid:130852,PLASMID,ACLAME
gene:plasmid:130853,PLASMID,ACLAME
gene:plasmid:130854,PLASMID,ACLAME
gene:plasmid:130855,PLASMID,ACLAME
gene:plasmid:130856,PLASMID,ACLAME
gene:plasmid:130857,PLASMID,ACLAME
gene:plasmid:130858,PLASMID,ACLAME
gene:plasmid:130859,PLASMID,ACLAME
gene:plasmid:130860,PLASMID,ACLAME
gene:plasmid:130861,PLASMID,ACLAME
gene:plasmid:130862,PLASMID,ACLAME
gene:plasmid:130863,PLASMID,ACLAME
gene:plasmid:130864,PLASMID,ACLAME
gene:plasmid:130865,PLASMID,ACLAME
gene:plasmid:130866,PLASMID,ACLAME
gene:plasmid:130867,PLASMID,ACLAME
gene:plasmid:130868,PLASMID,ACLAME
gene:plasmid:130869,PLASMID,ACLAME
gene:plasmid:130871,PLASMID,ACLAME
gene:plasmid:130872,IS,ACLAME
gene:plasmid:130873,PLASMID,ACLAME
gene:plasmid:130874,IS,ACLAME
gene:plasmid:130875,PLASMID,ACLAME
gene:plasmid:130876,PLASMID,ACLAME
gene:plasmid:130878,PLASMID,ACLAME
gene:plasmid:130879,PLASMID,ACLAME
gene:plasmid:130880,PLASMID,ACLAME
gene:plasmid:130881,PLASMID,ACLAME
gene:plasmid:130882,PLASMID,ACLAME
gene:plasmid:130884,PLASMID,ACLAME
gene:plasmid:130887,PLASMID,ACLAME
gene:plasmid:130888,PLASMID,ACLAME
gene:plasmid:130892,PLASMID,ACLAME
gene:plasmid:130896,PLASMID,ACLAME
gene:plasmid:130897,PLASMID,ACLAME
gene:plasmid:130898,PLASMID,ACLAME
gene:plasmid:130899,PLASMID,ACLAME
gene:plasmid:130905,PLASMID,ACLAME
gene:plasmid:130907,PLASMID,ACLAME
gene:plasmid:130908,PLASMID,ACLAME
gene:plasmid:130909,PLASMID,ACLAME
gene:plasmid:130910,IS,ACLAME
gene:plasmid:130914,PLASMID,ACLAME
gene:plasmid:130916,IS,ACLAME
gene:plasmid:130919,PLASMID,ACLAME
gene:plasmid:130924,PLASMID,ACLAME
gene:plasmid:130925,PLASMID,ACLAME
gene:plasmid:130926,PLASMID,ACLAME
gene:plasmid:130927,PLASMID,ACLAME
gene:plasmid:130928,PLASMID,ACLAME
gene:plasmid:130929,PLASMID,ACLAME
gene:plasmid:130930,PLASMID,ACLAME
gene:plasmid:130931,IS,ACLAME
gene:plasmid:130932,IS,ACLAME
gene:plasmid:130934,IS,ACLAME
gene:plasmid:130935,PLASMID,ACLAME
gene:plasmid:130937,PLASMID,ACLAME
gene:plasmid:130938,PLASMID,ACLAME
gene:plasmid:130942,IS,ACLAME
gene:plasmid:130943,IS,ACLAME
gene:plasmid:130945,PLASMID,ACLAME
gene:plasmid:130948,PLASMID,ACLAME
gene:plasmid:130949,PLASMID,ACLAME
gene:plasmid:130952,PLASMID,ACLAME
gene:plasmid:130974,PLASMID,ACLAME
gene:plasmid:130975,PLASMID,ACLAME
gene:plasmid:130977,PLASMID,ACLAME
gene:plasmid:130979,PLASMID,ACLAME
gene:plasmid:130981,PLASMID,ACLAME
gene:plasmid:130982,PLASMID,ACLAME
gene:plasmid:130983,PLASMID,ACLAME
gene:plasmid:130985,PLASMID,ACLAME
gene:plasmid:130986,PLASMID,ACLAME
gene:plasmid:130994,PLASMID,ACLAME
gene:plasmid:130997,PLASMID,ACLAME
gene:plasmid:131000,PLASMID,ACLAME
gene:plasmid:131004,PLASMID,ACLAME
gene:plasmid:131005,PLASMID,ACLAME
gene:plasmid:13101,PLASMID,ACLAME
gene:plasmid:131016,PLASMID,ACLAME
gene:plasmid:131039,PLASMID,ACLAME
gene:plasmid:131040,PLASMID,ACLAME
gene:plasmid:131043,PLASMID,ACLAME
gene:plasmid:131047,PLASMID,ACLAME
gene:plasmid:131064,PLASMID,ACLAME
gene:plasmid:131067,PLASMID,ACLAME
gene:plasmid:131068,PLASMID,ACLAME
gene:plasmid:131077,PLASMID,ACLAME
gene:plasmid:131081,PLASMID,ACLAME
gene:plasmid:131083,AMR,ACLAME
gene:plasmid:131084,PLASMID,ACLAME
gene:plasmid:131089,PLASMID,ACLAME
gene:plasmid:131099,PLASMID,ACLAME
gene:plasmid:131130,PLASMID,ACLAME
gene:plasmid:131133,PLASMID,ACLAME
gene:plasmid:131134,PLASMID,ACLAME
gene:plasmid:131137,PLASMID,ACLAME
gene:plasmid:131143,PLASMID,ACLAME
gene:plasmid:131155,PLASMID,ACLAME
gene:plasmid:131180,PLASMID,ACLAME
gene:plasmid:131181,PLASMID,ACLAME
gene:plasmid:131182,PLASMID,ACLAME
gene:plasmid:131183,PLASMID,ACLAME
gene:plasmid:131184,PLASMID,ACLAME
gene:plasmid:131185,PLASMID,ACLAME
gene:plasmid:131188,PLASMID,ACLAME
gene:plasmid:131218,PLASMID,ACLAME
gene:plasmid:131268,PLASMID,ACLAME
gene:plasmid:131302,PLASMID,ACLAME
gene:plasmid:131330,PLASMID,ACLAME
gene:plasmid:131364,PLASMID,ACLAME
gene:plasmid:131371,PLASMID,ACLAME
gene:plasmid:131372,PLASMID,ACLAME
gene:plasmid:131373,PLASMID,ACLAME
gene:plasmid:131374,PLASMID,ACLAME
gene:plasmid:131375,PLASMID,ACLAME
gene:plasmid:131376,PLASMID,ACLAME
gene:plasmid:131423,PLASMID,ACLAME
gene:plasmid:131425,PLASMID,ACLAME
gene:plasmid:131515,PLASMID,ACLAME
gene:plasmid:131626,PLASMID,ACLAME
gene:plasmid:131631,PLASMID,ACLAME
gene:plasmid:131668,PLASMID,ACLAME
gene:plasmid:131692,PLASMID,ACLAME
gene:plasmid:131710,PLASMID,ACLAME
gene:plasmid:131723,PLASMID,ACLAME
gene:plasmid:131727,PLASMID,ACLAME
gene:plasmid:131730,PLASMID,ACLAME
gene:plasmid:131740,PLASMID,ACLAME
gene:plasmid:131743,PLASMID,ACLAME
gene:plasmid:13176,PLASMID,ACLAME
gene:plasmid:13177,PLASMID,ACLAME
gene:plasmid:13178,PLASMID,ACLAME
gene:plasmid:13179,PLASMID,ACLAME
gene:plasmid:13180,PLASMID,ACLAME
gene:plasmid:13181,PLASMID,ACLAME
gene:plasmid:13182,PLASMID,ACLAME
gene:plasmid:13183,PLASMID,ACLAME
gene:plasmid:13184,PLASMID,ACLAME
gene:plasmid:13185,PLASMID,ACLAME
gene:plasmid:131858,PLASMID,ACLAME
gene:plasmid:13186,PLASMID,ACLAME
gene:plasmid:131861,PLASMID,ACLAME
gene:plasmid:131863,PLASMID,ACLAME
gene:plasmid:131867,PLASMID,ACLAME
gene:plasmid:13187,PLASMID,ACLAME
gene:plasmid:13188,PLASMID,ACLAME
gene:plasmid:13189,PLASMID,ACLAME
gene:plasmid:13190,PLASMID,ACLAME
gene:plasmid:13191,PLASMID,ACLAME
gene:plasmid:13192,PLASMID,ACLAME
gene:plasmid:13193,PLASMID,ACLAME
gene:plasmid:13194,PLASMID,ACLAME
gene:plasmid:13195,PLASMID,ACLAME
gene:plasmid:131951,PLASMID,ACLAME
gene:plasmid:13196,PLASMID,ACLAME
gene:plasmid:131967,PLASMID,ACLAME
gene:plasmid:131968,PLASMID,ACLAME
gene:plasmid:13197,PLASMID,ACLAME
gene:plasmid:13198,PLASMID,ACLAME
gene:plasmid:13199,PLASMID,ACLAME
gene:plasmid:13200,PLASMID,ACLAME
gene:plasmid:13201,PLASMID,ACLAME
gene:plasmid:132016,PLASMID,ACLAME
gene:plasmid:132017,PLASMID,ACLAME
gene:plasmid:132019,PLASMID,ACLAME
gene:plasmid:13202,PLASMID,ACLAME
gene:plasmid:132023,PLASMID,ACLAME
gene:plasmid:132026,PLASMID,ACLAME
gene:plasmid:13203,PLASMID,ACLAME
gene:plasmid:13204,PLASMID,ACLAME
gene:plasmid:132042,PLASMID,ACLAME
gene:plasmid:13205,PLASMID,ACLAME
gene:plasmid:13206,PLASMID,ACLAME
gene:plasmid:132066,PLASMID,ACLAME
gene:plasmid:13207,PLASMID,ACLAME
gene:plasmid:13208,PLASMID,ACLAME
gene:plasmid:13209,PLASMID,ACLAME
gene:plasmid:13210,PLASMID,ACLAME
gene:plasmid:13211,PLASMID,ACLAME
gene:plasmid:13212,PLASMID,ACLAME
gene:plasmid:132124,PLASMID,ACLAME
gene:plasmid:132129,PLASMID,ACLAME
gene:plasmid:13213,PLASMID,ACLAME
gene:plasmid:132130,PLASMID,ACLAME
gene:plasmid:132131,PLASMID,ACLAME
gene:plasmid:132132,IS,ACLAME
gene:plasmid:132136,PLASMID,ACLAME
gene:plasmid:132138,PLASMID,ACLAME
gene:plasmid:132139,PLASMID,ACLAME
gene:plasmid:13214,PLASMID,ACLAME
gene:plasmid:132147,PLASMID,ACLAME
gene:plasmid:132148,PLASMID,ACLAME
gene:plasmid:13215,PLASMID,ACLAME
gene:plasmid:132150,PLASMID,ACLAME
gene:plasmid:132152,PLASMID,ACLAME
gene:plasmid:132156,PLASMID,ACLAME
gene:plasmid:132157,PLASMID,ACLAME
gene:plasmid:132161,PLASMID,ACLAME
gene:plasmid:132163,IS,ACLAME
gene:plasmid:132170,PLASMID,ACLAME
gene:plasmid:132171,IS,ACLAME
gene:plasmid:132172,PLASMID,ACLAME
gene:plasmid:132174,PLASMID,ACLAME
gene:plasmid:132176,PLASMID,ACLAME
gene:plasmid:132178,IS,ACLAME
gene:plasmid:132179,PLASMID,ACLAME
gene:plasmid:132181,PLASMID,ACLAME
gene:plasmid:132184,PLASMID,ACLAME
gene:plasmid:132185,PLASMID,ACLAME
gene:plasmid:132187,PLASMID,ACLAME
gene:plasmid:132188,PLASMID,ACLAME
gene:plasmid:132190,PLASMID,ACLAME
gene:plasmid:132193,PLASMID,ACLAME
gene:plasmid:132202,PLASMID,ACLAME
gene:plasmid:132205,PLASMID,ACLAME
gene:plasmid:132206,PLASMID,ACLAME
gene:plasmid:132209,PLASMID,ACLAME
gene:plasmid:132217,PLASMID,ACLAME
gene:plasmid:132231,PLASMID,ACLAME
gene:plasmid:13224,PLASMID,ACLAME
gene:plasmid:13226,PLASMID,ACLAME
gene:plasmid:132301,PLASMID,ACLAME
gene:plasmid:132327,PLASMID,ACLAME
gene:plasmid:13233,PLASMID,ACLAME
gene:plasmid:132337,PLASMID,ACLAME
gene:plasmid:13234,PLASMID,ACLAME
gene:plasmid:13235,PLASMID,ACLAME
gene:plasmid:13238,PLASMID,ACLAME
gene:plasmid:13239,PLASMID,ACLAME
gene:plasmid:13241,PLASMID,ACLAME
gene:plasmid:13242,PLASMID,ACLAME
gene:plasmid:13243,IS,ACLAME
gene:plasmid:132430,IS,ACLAME
gene:plasmid:13244,PLASMID,ACLAME
gene:plasmid:132446,PLASMID,ACLAME
gene:plasmid:132449,TE,ACLAME
gene:plasmid:13245,PLASMID,ACLAME
gene:plasmid:13249,PLASMID,ACLAME
gene:plasmid:13250,PLASMID,ACLAME
gene:plasmid:13251,PLASMID,ACLAME
gene:plasmid:13252,PLASMID,ACLAME
gene:plasmid:13253,PLASMID,ACLAME
gene:plasmid:13254,PLASMID,ACLAME
gene:plasmid:13255,PLASMID,ACLAME
gene:plasmid:13257,PLASMID,ACLAME
gene:plasmid:132970,PLASMID,ACLAME
gene:plasmid:132971,PLASMID,ACLAME
gene:plasmid:132972,PLASMID,ACLAME
gene:plasmid:132974,PLASMID,ACLAME
gene:plasmid:132979,PLASMID,ACLAME
gene:plasmid:132980,PLASMID,ACLAME
gene:plasmid:132981,PLASMID,ACLAME
gene:plasmid:132982,PLASMID,ACLAME
gene:plasmid:132983,PLASMID,ACLAME
gene:plasmid:132984,PLASMID,ACLAME
gene:plasmid:132985,PLASMID,ACLAME
gene:plasmid:132986,PLASMID,ACLAME
gene:plasmid:132987,PLASMID,ACLAME
gene:plasmid:132990,PLASMID,ACLAME
gene:plasmid:132991,PLASMID,ACLAME
gene:plasmid:132992,PLASMID,ACLAME
gene:plasmid:132993,PLASMID,ACLAME
gene:plasmid:132994,PLASMID,ACLAME
gene:plasmid:133002,PLASMID,ACLAME
gene:plasmid:133003,PLASMID,ACLAME
gene:plasmid:133006,PLASMID,ACLAME
gene:plasmid:133007,PLASMID,ACLAME
gene:plasmid:133009,PLASMID,ACLAME
gene:plasmid:133013,PLASMID,ACLAME
gene:plasmid:133015,PLASMID,ACLAME
gene:plasmid:133018,PLASMID,ACLAME
gene:plasmid:133019,PLASMID,ACLAME
gene:plasmid:133020,PLASMID,ACLAME
gene:plasmid:133023,PLASMID,ACLAME
gene:plasmid:133028,PLASMID,ACLAME
gene:plasmid:133029,PLASMID,ACLAME
gene:plasmid:133034,PLASMID,ACLAME
gene:plasmid:133037,PLASMID,ACLAME
gene:plasmid:133047,PLASMID,ACLAME
gene:plasmid:133066,PLASMID,ACLAME
gene:plasmid:133070,PLASMID,ACLAME
gene:plasmid:133072,TE,ACLAME
gene:plasmid:133075,IS,ACLAME
gene:plasmid:133076,PLASMID,ACLAME
gene:plasmid:133078,PLASMID,ACLAME
gene:plasmid:133081,PLASMID,ACLAME
gene:plasmid:133084,PLASMID,ACLAME
gene:plasmid:133089,PLASMID,ACLAME
gene:plasmid:133090,PLASMID,ACLAME
gene:plasmid:133097,PLASMID,ACLAME
gene:plasmid:133109,IS,ACLAME
gene:plasmid:133110,IS,ACLAME
gene:plasmid:133119,IS,ACLAME
gene:plasmid:133120,PLASMID,ACLAME
gene:plasmid:133137,PLASMID,ACLAME
gene:plasmid:133144,PLASMID,ACLAME
gene:plasmid:133164,PLASMID,ACLAME
gene:plasmid:133165,PLASMID,ACLAME
gene:plasmid:133168,PLASMID,ACLAME
gene:plasmid:133171,PLASMID,ACLAME
gene:plasmid:133174,IS,ACLAME
gene:plasmid:133180,IS,ACLAME
gene:plasmid:133181,PLASMID,ACLAME
gene:plasmid:133187,PLASMID,ACLAME
gene:plasmid:133191,PLASMID,ACLAME
gene:plasmid:133194,IS,ACLAME
gene:plasmid:133198,PLASMID,ACLAME
gene:plasmid:133201,PLASMID,ACLAME
gene:plasmid:133209,AMR,ACLAME
gene:plasmid:133212,ICE,ACLAME
gene:plasmid:133213,PLASMID,ACLAME
gene:plasmid:133215,ICE,ACLAME
gene:plasmid:133219,ICE,ACLAME
gene:plasmid:133221,ICE,ACLAME
gene:plasmid:133223,ICE,ACLAME
gene:plasmid:133225,ICE,ACLAME
gene:plasmid:133242,PLASMID,ACLAME
gene:plasmid:133289,PLASMID,ACLAME
gene:plasmid:133290,PLASMID,ACLAME
gene:plasmid:133291,PLASMID,ACLAME
gene:plasmid:133294,PLASMID,ACLAME
gene:plasmid:133300,PLASMID,ACLAME
gene:plasmid:133301,PLASMID,ACLAME
gene:plasmid:133302,PLASMID,ACLAME
gene:plasmid:133305,PLASMID,ACLAME
gene:plasmid:133306,PLASMID,ACLAME
gene:plasmid:133307,PLASMID,ACLAME
gene:plasmid:133316,PLASMID,ACLAME
gene:plasmid:133317,PLASMID,ACLAME
gene:plasmid:133318,PLASMID,ACLAME
gene:plasmid:133341,PLASMID,ACLAME
gene:plasmid:133365,PLASMID,ACLAME
gene:plasmid:133367,PLASMID,ACLAME
gene:plasmid:133368,PLASMID,ACLAME
gene:plasmid:133369,PLASMID,ACLAME
gene:plasmid:133371,PLASMID,ACLAME
gene:plasmid:133373,PLASMID,ACLAME
gene:plasmid:133374,PLASMID,ACLAME
gene:plasmid:133378,PLASMID,ACLAME
gene:plasmid:133381,PLASMID,ACLAME
gene:plasmid:133383,PLASMID,ACLAME
gene:plasmid:133384,PLASMID,ACLAME
gene:plasmid:133385,PLASMID,ACLAME
gene:plasmid:133389,PLASMID,ACLAME
gene:plasmid:133392,PLASMID,ACLAME
gene:plasmid:133396,PLASMID,ACLAME
gene:plasmid:133399,PLASMID,ACLAME
gene:plasmid:133402,PLASMID,ACLAME
gene:plasmid:13342,PLASMID,ACLAME
gene:plasmid:133451,PLASMID,ACLAME
gene:plasmid:133479,AMR,ACLAME
gene:plasmid:133480,AMR,ACLAME
gene:plasmid:133484,PLASMID,ACLAME
gene:plasmid:133485,PLASMID,ACLAME
gene:plasmid:133486,PLASMID,ACLAME
gene:plasmid:133487,PLASMID,ACLAME
gene:plasmid:133489,PLASMID,ACLAME
gene:plasmid:133490,PLASMID,ACLAME
gene:plasmid:133491,PLASMID,ACLAME
gene:plasmid:133492,PLASMID,ACLAME
gene:plasmid:133493,PLASMID,ACLAME
gene:plasmid:133494,PLASMID,ACLAME
gene:plasmid:133495,PLASMID,ACLAME
gene:plasmid:133497,PLASMID,ACLAME
gene:plasmid:133498,PLASMID,ACLAME
gene:plasmid:133499,PLASMID,ACLAME
gene:plasmid:133500,PLASMID,ACLAME
gene:plasmid:133501,PLASMID,ACLAME
gene:plasmid:133502,PLASMID,ACLAME
gene:plasmid:133503,PLASMID,ACLAME
gene:plasmid:133506,PLASMID,ACLAME
gene:plasmid:133507,PLASMID,ACLAME
gene:plasmid:133508,PLASMID,ACLAME
gene:plasmid:133509,PLASMID,ACLAME
gene:plasmid:133510,PLASMID,ACLAME
gene:plasmid:133511,PLASMID,ACLAME
